txStart	txEnd	name	geneType
20775654	20786640	HP1BP3	protein_coding
21812362	21823963	LDLRAD2	protein_coding
21987815	21987919	RNU6-1022P	snRNA
22001655	22012522	CELA3A	protein_coding
22052667	22092946	CDC42	protein_coding
22451866	22531154	ZBTB40	protein_coding
22563576	22589610	EPHA8	protein_coding
22637579	22639608	C1QA	protein_coding
22643629	22648110	C1QC	protein_coding
22643632	22648110	C1QC	protein_coding
23010834	23014094	C1orf234	protein_coding
23090426	23168817	LUZP1	protein_coding
23162703	23162810	RNU6-514P	snRNA
23191894	23194729	HTR1D	protein_coding
23281308	23286752	LINC01355	lincRNA
23370253	23370346	Y_RNA	misc_RNA
23371143	23371783	ZNF436-AS1	antisense
23378379	23379029	RP5-1057J7.7	lincRNA
23538034	23538313	Metazoa_SRP	misc_RNA
23691778	23696425	RPL11	protein_coding
23959827	23961880	PNRC2	protein_coding
23966444	23980296	SRSF10	protein_coding
24056034	24066579	MYOM3	protein_coding
24066773	24083565	RP11-293P20.4	antisense
24119770	24143121	IL22RA1	protein_coding
24157098	24187261	IFNLR1	protein_coding
24307555	24321901	RP11-10N16.3	antisense
24323039	24354488	GRHL3	protein_coding
24415793	24469307	NIPAL3	protein_coding
24415802	24472976	NIPAL3	protein_coding
24415813	24466310	NIPAL3	protein_coding
24556110	24609325	NCMAP	protein_coding
24777872	24777979	RNU6-1208P	snRNA
24919344	24919416	MIR6731	miRNA
25110457	25113120	RP4-799D16.1	lincRNA
25247836	25248321	RP3-465N24.6	lincRNA
25644543	25659111	RP1-187B23.1	antisense
25800175	25818224	SEPN1	protein_coding
25818490	25820797	RP1-317E23.3	antisense
25900117	25906153	STMN1	protein_coding
25900740	25905128	STMN1	protein_coding
26006005	26006130	SCARNA17	scaRNA
26006215	26006299	SCARNA18	scaRNA
26038021	26046133	SLC30A2	protein_coding
26051303	26067633	TRIM63	protein_coding
26165707	26168581	RP11-96L14.8	protein_coding
26190627	26202542	CATSPER4	protein_coding
26234201	26278808	CEP85	protein_coding
26361633	26372735	ZNF683	protein_coding
26410777	26429722	LIN28A	protein_coding
26432339	26469226	DHDDS	protein_coding
26432354	26471294	DHDDS	protein_coding
26529777	26575014	RPS6KA1	protein_coding
26554541	26554593	MIR1976	miRNA
26593242	26593546	RN7SL679P	misc_RNA
26642285	26642389	snoU13	snoRNA
26692131	26694131	RP5-968P14.2	antisense
26788194	26798393	PIGV	protein_coding
26826709	26857601	ZDHHC18	protein_coding
26876132	26878245	RP1-50O24.6	antisense
27322144	27336399	TMEM222	protein_coding
27322253	27332559	TMEM222	protein_coding
27325469	27325553	FO393419.1	miRNA
27342019	27353901	SYTL1	protein_coding
27404225	27490158	WASF2	protein_coding
27525804	27530561	RP1-159A19.4	antisense
27612063	27635277	FGR	protein_coding
27666060	27672218	IFI6	protein_coding
27666063	27672178	IFI6	protein_coding
27725978	27763122	FAM76A	protein_coding
27725995	27761473	FAM76A	protein_coding
27819982	27820341	RP3-426I6.6	sense_intronic
27824537	27824643	RNU6-1245P	snRNA
27830813	27851528	PPP1R8	protein_coding
27834400	27834566	SCARNA1	scaRNA
28147165	28177188	PTAFR	protein_coding
28236132	28238100	ATPIF1	protein_coding
28507365	28507571	SNORA73A	snoRNA
28508558	28508762	SNORA73B	snoRNA
28578748	28578822	SNORD99	snoRNA
28648599	28648730	RNU11	lincRNA
28736939	28769775	YTHDF2	protein_coding
28736970	28769131	YTHDF2	protein_coding
28881725	28881835	Y_RNA	misc_RNA
28985709	28985810	Y_RNA	misc_RNA
29119427	29123935	TMEM200B	protein_coding
29329619	29350114	RP3-437I16.1	lincRNA
29884901	29885005	AL645944.1	miRNA
30711276	30723587	MATN1	protein_coding
30739155	30739232	MIR4420	miRNA
30843822	30844110	RN7SKP91	misc_RNA
30858157	30860254	RP1-65J11.5	antisense
30869466	30878740	SDC3	protein_coding
31409564	31434677	SERINC2	protein_coding
31413115	31434678	SERINC2	protein_coding
31503630	31503744	Y_RNA	misc_RNA
31619192	31632518	HCRTR1	protein_coding
31644048	31659776	RP11-73M7.6	antisense
31644988	31659782	RP11-73M7.6	antisense
31652246	31704319	COL16A1	protein_coding
31727117	31764047	ADGRB2	protein_coding
31727410	31756801	ADGRB2	protein_coding
31789129	31791322	RP11-84A19.3	antisense
31790423	31816051	SPOCD1	protein_coding
31908707	31919123	PTP4A2	protein_coding
31933019	31933975	RP4-534N18.2	lincRNA
32200385	32205387	CCDC28B	protein_coding
32205497	32206814	RP4-622L5.7	antisense
32216196	32222343	TMEM234	protein_coding
32216199	32222338	TMEM234	protein_coding
32251238	32286164	LCK	protein_coding
32251238	32286165	LCK	protein_coding
32269337	32269597	Metazoa_SRP	misc_RNA
32362196	32364312	TSSK3	protein_coding
32680359	32703119	SYNC	protein_coding
32681490	32702756	SYNC	protein_coding
32817441	32857854	S100PBP	protein_coding
32862267	32870813	FNDC5	protein_coding
33081112	33120394	AZIN2	protein_coding
33141870	33143230	RP11-131M11.2	TEC
33306765	33321098	A3GALT2	protein_coding
33314064	33325467	RP11-415J8.3	antisense
33323625	33355209	PHC2	protein_coding
33332430	33332541	AL513327.1	miRNA
33350351	33363245	RP11-415J8.5	antisense
34761425	34788097	RP1-34M23.5	antisense
34778560	34778644	AL121988.1	miRNA
34852668	34859816	SMIM12	protein_coding
34865435	34905383	DLGAP3	protein_coding
34865435	34929585	DLGAP3	protein_coding
35017243	35031905	ZMYM6	protein_coding
35059785	35115856	ZMYM1	protein_coding
35182931	35193148	SFPQ	protein_coding
35310273	35310425	SNORA62	snoRNA
35358821	35366077	ZMYM4-AS1	antisense
35434104	35454707	KIAA0319L	protein_coding
35569814	35577729	RP4-728D4.2	antisense
35736404	35769928	CLSPN	protein_coding
36009380	36013630	RP4-665N4.8	antisense
36136569	36149514	TRAPPC3	protein_coding
36136569	36149514	TRAPPC3	protein_coding
36224415	36305357	THRAP3	protein_coding
36307109	36321231	SH3D21	protein_coding
36339623	36361340	STK40	protein_coding
36339623	36385884	STK40	protein_coding
36339623	36385896	STK40	protein_coding
36402720	36402859	RNU4-27P	snRNA
36466095	36479519	CSF3R	protein_coding
36909315	36909416	AC117945.1	miRNA
37493310	37514269	MEAF6	protein_coding
37566815	37595921	GNL2	protein_coding
37683110	37690504	C1orf109	protein_coding
37793801	37801133	MANEAL	protein_coding
37802943	37808185	YRDC	protein_coding
38012741	38024824	UTP11L	protein_coding
38396658	38396765	RNU6-753P	snRNA
38474878	38496034	RP11-329N22.1	lincRNA
38859999	38919396	RP5-864K19.4	antisense
38864235	38873368	MYCBP	protein_coding
38886295	38926837	RHBDL2	protein_coding
38926869	38926977	RNU6-605P	snRNA
38950824	38950925	Y_RNA	misc_RNA
39120939	39121043	RNU6-608P	snRNA
39409072	39416482	MACF1	protein_coding
39522279	39525685	RP11-69E11.4	antisense
39560815	39576253	PABPC4	protein_coding
39560815	39576744	PABPC4	protein_coding
39560815	39576751	PABPC4	protein_coding
39567373	39567508	SNORA55	snoRNA
39624152	39639945	HEYL	protein_coding
39659120	39672038	NT5C1A	protein_coding
39723565	39723627	RNU7-121P	snRNA
39738900	39753266	PPIE	protein_coding
39738900	39763914	PPIE	protein_coding
39757181	39788861	BMP8B	protein_coding
39763550	39788849	BMP8B	protein_coding
39881565	39881678	Y_RNA	misc_RNA
39895425	39902013	MYCL	protein_coding
39955129	39969966	MFSD2A	protein_coding
40040760	40072271	CAP1	protein_coding
40072704	40097703	PPT1	protein_coding
40073837	40097252	PPT1	protein_coding
40450106	40463718	ZFP69B	protein_coding
40508760	40516556	EXO5	protein_coding
40514460	40515057	RP11-656D10.5	antisense
40669088	40687588	RP4-739H11.3	lincRNA
40690379	40692066	NFYC-AS1	antisense
40804845	40805141	RN7SL326P	misc_RNA
40939660	40939767	AL391730.1	miRNA
41361930	41382678	FOXO6	protein_coding
41478774	41484671	EDN2	protein_coding
41759140	41759227	AL451006.1	miRNA
42162690	42164718	GUCA2A	protein_coding
42456538	42457504	PPCS	protein_coding
42456560	42460414	PPCS	protein_coding
42569032	42569139	RNU6-536P	snRNA
42658719	42659365	PPIH	protein_coding
42734994	42740140	CLDN19	protein_coding
42775812	42776790	RP5-994D16.9	antisense
42817130	42844983	ERMAP	protein_coding
42846572	42852473	ZNF691	protein_coding
42846627	42852477	ZNF691	protein_coding
42925374	42959173	SLC2A1	protein_coding
42959048	42983358	SLC2A1-AS1	lincRNA
43164174	43172570	EBNA1BP2	protein_coding
43164183	43172260	EBNA1BP2	protein_coding
43196416	43196536	RNA5SP46	rRNA
43281882	43285579	C1orf210	protein_coding
43337806	43352772	MPL	protein_coding
43354683	43358658	RP1-92O14.3	antisense
43363397	43367738	ELOVL1	protein_coding
43451319	43453848	HYI	protein_coding
43933319	43937241	ARTN	protein_coding
43934197	43936345	ARTN	protein_coding
43944373	43946551	RP11-7O11.3	antisense
43970003	43973369	DPH2	protein_coding
43970024	43973340	DPH2	protein_coding
43974950	43978023	ATP6V0B	protein_coding
43991499	44016556	SLC6A9	protein_coding
43991830	44031360	SLC6A9	protein_coding
43997527	44017325	SLC6A9	protein_coding
44051113	44076192	RP5-1198O20.4	lincRNA
44103944	44104079	AL139220.1	miRNA
44104918	44114090	RP5-1198O20.4	lincRNA
44117097	44117397	RN7SL479P	misc_RNA
44545492	44545552	MIR5584	miRNA
44775863	44775943	SNORD55	snoRNA
44778389	44778456	SNORD38B	snoRNA
44805912	44806675	TCTEX1D4	protein_coding
44808522	44813926	BTBD19	protein_coding
44932322	44932431	RNA5SP47	rRNA
45012146	45015575	UROD	protein_coding
45329241	45339935	MUTYH	protein_coding
45329241	45339954	MUTYH	protein_coding
45329241	45340115	MUTYH	protein_coding
45329241	45340388	MUTYH	protein_coding
45329305	45339946	MUTYH	protein_coding
45500340	45511065	MMACHC	protein_coding
45511035	45521938	PRDX1	protein_coding
45627303	45686536	GPBP1L1	protein_coding
46046817	46048368	RP4-533D7.4	antisense
46175086	46185958	TSPAN1	protein_coding
46303630	46316776	UQCRH	protein_coding
46446672	46451281	LINC01398	processed_transcript
46532165	46533614	RP11-49P4.7	protein_coding
46538695	46570255	MKNK1-AS1	antisense
46547427	46551215	KNCN	protein_coding
46607714	46616891	MOB3C	protein_coding
46607718	46615133	MOB3C	protein_coding
46607724	46616465	MOB3C	protein_coding
46674127	46692097	EFCAB14-AS1	antisense
46799045	46819413	CYP4B1	protein_coding
46799081	46818814	CYP4B1	protein_coding
46799081	46818814	CYP4B1	protein_coding
46929636	46941464	CYP4A11	protein_coding
47137449	47149275	CYP4A22	protein_coding
47137454	47146483	CYP4A22	protein_coding
47137462	47149735	CYP4A22	protein_coding
47216291	47229771	TAL1	protein_coding
47250141	47314140	STIL	protein_coding
47416071	47418052	FOXE3	protein_coding
47502503	47502639	AL356458.1	miRNA
47621092	47621177	AL591415.1	miRNA
47688462	47703383	RP11-543D5.1	lincRNA
48227887	48229561	RP5-1024N4.4	antisense
48447935	48448042	RNU4-61P	snRNA
49994317	49996218	RP11-93G23.2	TEC
50417549	50423500	DMRTA2	protein_coding
50960744	50974633	CDKN2C	protein_coding
51297217	51331346	TTC39A	protein_coding
51382307	51382414	RNU6-877P	snRNA
51538624	51538729	RNU6-1281P	snRNA
51789190	51878805	NRD1	protein_coding
51793984	51799154	RP4-657D16.3	antisense
51900919	51900971	AL589663.1	miRNA
51995739	51996039	RN7SL290P	misc_RNA
52056270	52087155	BTF3L4	protein_coding
52150103	52150419	RN7SL788P	misc_RNA
52350592	52366193	CC2D1B	protein_coding
52353486	52353877	RP11-155O18.6	antisense
52372828	52404459	ORC1	protein_coding
52895983	52921767	ECHDC2	protein_coding
52934929	52935017	MIR5095	miRNA
52940313	52940413	MIR1273G	miRNA
53053623	53054949	AL445183.1	protein_coding
53087182	53142577	SLC1A7	protein_coding
53210455	53213775	RP5-1024G6.2	antisense
53246567	53327399	LRP8	protein_coding
53246567	53327912	LRP8	protein_coding
53304535	53307462	RP4-784A16.4	antisense
53366667	53368245	RP11-117D22.2	lincRNA
53894186	53911086	DIO1	protein_coding
53916573	53945572	HSPB11	protein_coding
54031675	54044942	TMEM59	protein_coding
54033125	54034880	RP4-758J24.6	TEC
54053600	54106082	TCEANC2	protein_coding
54138372	54142980	RP11-446E24.3	TEC
54143391	54200073	RP11-446E24.4	protein_coding
54174442	54195681	CYB5RL	protein_coding
54200166	54218383	MRPL37	protein_coding
54285404	54287371	RP5-997D24.3	antisense
54516411	54517259	RP5-866L20.1	lincRNA
54609181	54623556	FAM151A	protein_coding
54715821	54742657	TTC4	protein_coding
54756897	54764514	PARS2	protein_coding
54806062	54842252	LEXM	protein_coding
55217860	55234177	RP11-101C11.1	lincRNA
55484870	55484972	Y_RNA	misc_RNA
55915608	55944963	RP11-90C4.2	lincRNA
56145720	56155224	RP1-158P9.1	lincRNA
56248293	56258571	RP11-504A18.1	lincRNA
56645387	56715334	PRKAA2	protein_coding
58565630	58565932	RN7SL713P	misc_RNA
58654738	58700092	MYSM1	protein_coding
58654750	58668483	MYSM1	protein_coding
58764848	58764935	AL136985.1	miRNA
58882871	58903679	RP4-794H19.1	lincRNA
59054396	59056049	RP11-145M4.1	lincRNA
59132472	59240555	LINC01358	lincRNA
59814860	59876378	HOOK1	protein_coding
59974756	59975054	RN7SL475P	misc_RNA
60915049	60915188	AL355795.1	miRNA
61248997	61253484	NFIA-AS1	processed_transcript
61681048	61725423	TM2D1	protein_coding
62298148	62298256	RNU6-371P	snRNA
62784134	62865513	ATG4C	protein_coding
62896008	62901639	RP4-771M4.3	lincRNA
63000496	63011268	RP11-5P4.1	lincRNA
63000496	63012471	RP11-5P4.1	lincRNA
63186335	63186450	RNA5SP49	rRNA
63338262	63338372	Y_RNA	misc_RNA
63440772	63523194	ITGB3BP	protein_coding
63529612	63529898	RN7SL488P	misc_RNA
63549226	63549284	DLEU2_4	misc_RNA
63549488	63549608	DLEU2_1	misc_RNA
63655742	63656047	RN7SL130P	misc_RNA
64974610	65002472	LINC01359	processed_transcript
64993002	65002437	LINC01359	processed_transcript
64993202	65002450	LINC01359	processed_transcript
65058433	65058508	MIR101-1	miRNA
65066626	65067737	RP4-535B20.1	lincRNA
65147548	65232145	AK4	protein_coding
65147669	65226891	AK4	protein_coding
65147829	65232145	AK4	protein_coding
66042499	66050718	RP11-397C12.1	antisense
66332003	66374579	PDE4B	protein_coding
66752459	66778787	TCTEX1D1	protein_coding
67267600	67267726	RNU4ATAC4P	snRNA
67411037	67430386	SERBP1	protein_coding
67522353	67532326	RP11-393N21.2	lincRNA
67541126	67541233	RNU6-1031P	snRNA
68045961	68051631	DIRAS3	protein_coding
68193857	68232523	WLS	protein_coding
68479128	68483539	RP4-694A7.2	antisense
68496675	68538627	DEPDC1-AS1	antisense
69879591	69879895	RN7SL538P	misc_RNA
70205723	70253052	SRSF11	protein_coding
70231547	70252001	SRSF11	protein_coding
70261236	70354734	ANKRD13C	protein_coding
70354843	70385339	HHLA3	protein_coding
70445070	70445536	RP11-42O15.3	lincRNA
70715932	70720289	RP11-99H8.1	lincRNA
71063291	71081029	ZRANB2	protein_coding
71067630	71067716	MIR186	miRNA
71141974	71142068	AL360297.1	miRNA
71250998	71252119	ZRANB2-AS2	processed_transcript
71461558	71468843	ZRANB2-AS2	processed_transcript
71570955	71573558	RP11-82L20.1	antisense
74198237	74204593	FPGT	protein_coding
74733151	74766674	TYW3	protein_coding
74733155	74766674	TYW3	protein_coding
74733246	74764400	TYW3	protein_coding
74963313	74965118	RP11-93N20.1	lincRNA
75128433	75161533	LHX8	protein_coding
75129973	75132576	RP11-510C10.3	antisense
75710002	75724011	RP4-682C21.5	antisense
75786200	75795079	RABGGTB	protein_coding
76753134	76753240	RNU6-161P	snRNA
76758123	76779267	RP11-415A20.1	lincRNA
77645323	77645618	RN7SL370P	misc_RNA
77779903	77779999	RNA5SP21	rRNA
77888514	77943891	NEXN	protein_coding
77948404	77979092	FUBP1	protein_coding
78004345	78004554	RP11-386I14.4	antisense
78094806	78094915	RNA5SP22	rRNA
79135132	79135226	AC093430.1	miRNA
80599704	80599793	AL136234.1	miRNA
81505098	81506296	RP5-837I24.6	sense_intronic
81585940	81625713	RP5-837I24.4	antisense
81990752	81990806	AC113949.1	miRNA
82973881	82984922	LINC01361	lincRNA
83801515	83860546	RP11-475O6.1	lincRNA
84164381	84235309	PRKACB	protein_coding
84164381	84238494	PRKACB	protein_coding
84301719	84349994	SAMD13	protein_coding
84813403	84893213	LPAR3	protein_coding
85018081	85048446	MCOLN3	protein_coding
85024540	85048470	MCOLN3	protein_coding
85257442	85259633	C1orf52	protein_coding
85266247	85277090	BCL10	protein_coding
85580760	85583042	CYR61	protein_coding
86357631	86357687	MIR7856	miRNA
86606272	86606361	AL356270.1	miRNA
86703501	86704462	RP4-612B15.3	antisense
86932198	86934891	RP4-604K5.3	antisense
86952922	86953016	AL121989.1	miRNA
88477827	88478114	RN7SL583P	misc_RNA
88519999	88520170	uc_338	misc_RNA
89181147	89198932	GBP4	protein_coding
89820173	89820868	RP5-943J3.2	lincRNA
90253455	90253559	RNU6-695P	snRNA
90657749	90657964	U3	snoRNA
92074532	92075441	SETSIP	protein_coding
92080304	92139946	BTBD8	protein_coding
92474761	92483954	GFI1	protein_coding
92837288	92837383	SNORD21	snoRNA
92842159	92877150	FAM69A	protein_coding
93010256	93010351	RNU6-210P	snRNA
93027409	93027506	Y_RNA	misc_RNA
93079310	93137151	MTF2	protein_coding
93488332	93488452	RNA5SP53	rRNA
93592198	93594784	RP5-1033H22.2	antisense
93594389	93599740	RP5-1033H22.2	antisense
93887033	93909456	GCLM	protein_coding
93992834	94063249	ABCA4	protein_coding
94171750	94237565	ARHGAP29	protein_coding
94247865	94334848	RP11-148B18.1	lincRNA
94529309	94541637	F3	protein_coding
94585555	94592297	RP11-86H7.6	lincRNA
94745859	94745900	MIR378G	miRNA
94820341	94895052	SLC44A3	protein_coding
94820349	94895246	SLC44A3	protein_coding
94820400	94895053	SLC44A3	protein_coding
95120146	95138554	RP11-57H12.2	sense_intronic
95234154	95247225	RWDD3	protein_coding
95243224	95264054	RP11-57H12.5	antisense
95351250	95352254	RP11-14O19.1	lincRNA
95504975	95505063	AL356479.1	miRNA
95743095	95759470	RP11-286B14.2	lincRNA
96225900	96226060	RNU1-130P	snRNA
96583208	96583527	RN7SL831P	misc_RNA
97796964	97798066	DPYD-AS2	antisense
98660387	98661059	RP11-296E3.2	TEC
99264291	99309580	PLPPR4	protein_coding
99646341	99694368	PALMD	protein_coding
100000636	100000739	RNU6-1318P	snRNA
100038096	100083377	HIAT1	protein_coding
100148852	100178215	LRRC39	protein_coding
100186918	100249834	DBT	protein_coding
100281240	100281308	MIR553	miRNA
100719741	100738613	VCAM1	protein_coding
100872371	100895179	EXTL2	protein_coding
100872386	100894812	EXTL2	protein_coding
100990223	101025763	DPH5	protein_coding
100990357	101025767	DPH5	protein_coding
101072659	101083574	RP11-421L21.3	antisense
101350048	101390303	LINC01307	lincRNA
101803485	101837029	OLFM3	protein_coding
102763321	102853842	RP5-936J12.1	lincRNA
103523561	103523879	RN7SKP285	misc_RNA
105587693	105618928	RP11-251P6.1	lincRNA
105602151	105618958	RP11-251P6.1	lincRNA
105927624	106028062	RP11-24P14.1	lincRNA
